AR Bank	Carba NP Result	Panel	Sequence Accession	Species	mCIM Result
0161	Positive	Enterobacteriaceae Carbapenemase Diversity Panel | Cepheid Verification Panel (Hidden)	SAMN04015002	Enterobacter aerogenes	Positive
