Drug	MIC (μg/ml)	INT	AR Bank
Amphotericin B 1	0.38	---	325
Anidulafungin	4	R	325
Caspofungin	>16	R	325
Fluconazole	128	R	325
Flucytosine	< 0.12	---	325
Itraconazole	16	---	325
Micafungin	4	R	325
Posaconazole	8	---	325
Voriconazole	16	---	325
