Drug	MIC (μg/ml)	INT	AR Bank
Amikacin	8	S	459
Aztreonam	64	R	459
Cefepime	32	R	459
Ceftazidime	64	R	459
Ceftazidime/avibactam 1	16	R	459
Ciprofloxacin	4	R	459
Colistin	1	S	459
Doripenem	>8	R	459
Gentamicin	4	S	459
Imipenem	32	R	459
Imipenem+chelators 2	16	---	459
Levofloxacin	>8	R	459
Meropenem	>8	R	459
Piperacillin/tazobactam 1	>128	R	459
Tobramycin	1	S	459
